Waste type,Initial pH ,Initial carbon to nitrogen,Initial moisture content (%),Compost time (day),pH,Temperature (℃),Moisture content (%),EC（ms/cm-1）,Ammonia(mg/kg,Nitrate(mg/kg),Total nitrogen (%),Change in total organiz carbon (%),Change in organic matter content (%),C/N,GI (%),NH4+-N (g/Kg),NO3--N (g/Kg),CO2 (g/Kg),CH4 (g/Kg),N2O (g/Kg),NH3 (g/Kg)
sludge waste composting,7.5246,16.6,71.651,2.0,70.827,64.361,8.8294,2.9844,5000.0,207.85,3.4,49.79335023,74.3711,13.7433,41.2276,,,,,,
sludge waste composting,7.5246,16.6,71.651,3.0,74.422,56.807,8.5808,3.15209999999999,5000.0,219.94,3.4,43.77169589,74.1999,11.5453,35.713,,,,,,
sludge waste composting,7.5246,16.6,71.651,4.0,67.953,52.699,8.6389,3.46069999999999,5000.0,321.45,3.2419,35.28678474,73.9046,10.8846,54.8593,,,,,,
sludge waste composting,7.5246,16.6,71.651,5.0,66.14,48.59,8.8217,3.1691,5000.0,334.74,2.6346,26.86396236,73.4847,10.1966,52.224,,,,,,
sludge waste composting,7.5246,16.6,71.651,6.0,62.525,48.458,8.8416,3.6878,5000.0,234.44,3.4,34.53377536,72.8573,10.0576,45.6527,,,,,,
sludge waste composting,7.5246,16.6,71.651,7.0,54.403,47.265,9.0052,3.0934,5000.0,217.52,2.8901,28.98250082,72.2303,10.0282,49.1262,,,,,,
sludge waste composting,7.5246,16.6,71.651,8.0,53.943,44.88,9.0154,3.28839999999999,5000.0,303.32,2.8904,28.66294064,71.1892,9.9166,51.9093,,,,,,
sludge waste composting,7.5246,16.6,71.651,9.0,51.079,38.518,8.4503,3.5561,5000.0,222.36,3.0876,30.01949976,70.7694,9.7226,75.34,,,,,,
sludge waste composting,7.5246,16.6,71.651,10.0,46.111,32.422,8.6619,4.7845,5000.0,222.36,3.4,35.62566912,70.6808,9.4188,66.2182,,,,,,
sludge waste composting,7.5246,16.6,71.651,11.0,44.9,33.614,8.2982,4.463,5000.0,300.91,3.152,26.048128,70.6756,8.264,79.1925,,,,,,
sludge waste composting,7.5246,16.6,71.651,12.0,41.735,31.361,8.2125,4.0057,5000.0,180.06,2.8167,23.34959799,69.3855,8.2897,80.8383,,,,,,
sludge waste composting,7.5246,16.6,71.651,13.0,37.97,32.289,8.3474,3.456,5000.0,141.39,2.6551,21.34912808,69.2972,8.0408,82.995,,,,,,
sludge waste composting,7.5246,16.6,71.651,14.0,35.857,30.169,8.5398,3.7364,5000.0,163.14,3.3094,24.87808356,69.2086,7.5174,85.813,,,,,,
sludge waste composting,7.5246,16.6,71.651,15.0,33.894,30.301,8.0035,3.9753,5000.0,158.31,3.3793,24.00587134,67.2975,7.1038,89.2289,,,,,,
sludge waste composting,7.5246,16.6,71.651,16.0,29.077,30.301,8.4644,3.5381,5000.0,325.08,3.2581,18.93509977,63.9358,5.8117,89.2758,,,,,,
sludge waste composting,7.06107,13.934404946796,72.3289,0.0,45.962,72.3289,7.06107,0.3932,472.16,322.12,2.07973,28.9798,49.9611752000001,13.934404946796,52.7784,,,,,,
sludge waste composting,7.06107,13.934404946796,72.3289,3.0,59.696,73.9681,8.52672,1.3202,1420.64,115.08,1.87703,28.6614,49.4122536000001,15.2695481691822,38.9323,,,,,,
sludge waste composting,7.06107,13.934404946796,72.3289,7.0,34.432,73.0717,8.45038,1.0998,1041.62,152.96,2.40405,28.0946,48.4350903999999,11.6863625964518,53.6613,,,,,,
sludge waste composting,7.06107,13.934404946796,72.3289,14.0,33.242,68.335,8.75573,0.9981,818.21,162.36,2.31486,28.0645,48.383198,12.1236273467942,46.8923,,,,,,
sludge waste composting,7.06107,13.934404946796,72.3289,21.0,37.029,64.6941,7.45802,1.1803,519.08,269.82,2.69189,26.7872,46.1811328,9.95107526681997,54.5005,,,,,,
sludge waste composting,7.06107,13.934404946796,72.3289,28.0,29.076,61.1216,7.50382,1.3735,389.2,681.85,2.71622,25.4387,43.8563188,9.36547849585085,59.4022,,,,,,
sludge waste composting,7.06107,13.934404946796,72.3289,35.0,28.062,59.9466,7.1374,1.6541,290.54,953.84,2.38378,25.3728,43.7427072000001,10.6439352624823,64.561,,,,,,
sludge waste composting,7.06107,13.934404946796,72.3289,42.0,29.009,57.1964,6.96947,2.2405,174.02,1026.3,2.29054,25.9486,44.7353863999999,11.3285950037982,65.7407,,,,,,
sludge waste composting,6.18321,13.8840763399712,70.1372,0.0,44.893,70.1372,6.18321,0.6554,521.17,353.62,2.05135,28.4811,49.1014163999999,13.8840763399712,56.5645,,,,,,
sludge waste composting,6.18321,13.8840763399712,70.1372,3.0,64.147,73.2147,8.31298,1.768,1714.63,115.04,1.82838,27.8421,47.9997804000001,15.2277425918026,40.6372,,,,,,
sludge waste composting,6.18321,13.8840763399712,70.1372,7.0,34.261,72.4553,8.08397,1.9299,1536.06,219.48,2.61892,26.5269,45.7323756,10.1289462832007,52.9026,,,,,,
sludge waste composting,6.18321,13.8840763399712,70.1372,14.0,38.941,65.1842,8.18321,1.9483,889.49,249.87,2.54189,24.9286,42.9769064,9.80711203081172,51.5946,,,,,,
sludge waste composting,6.18321,13.8840763399712,70.1372,21.0,37.572,65.8583,7.65649,2.7532,634.9,294.32,2.84595,24.0076,41.3891024,8.43570688170909,46.3654,,,,,,
sludge waste composting,6.18321,13.8840763399712,70.1372,28.0,28.907,64.4779,6.98473,3.3942,687.66,604.82,2.63919,22.3028,38.4500272,8.45062310784748,52.611,,,,,,
sludge waste composting,6.18321,13.8840763399712,70.1372,35.0,30.201,58.0289,6.72519,3.2051,597.86,1083.38,2.22162,21.4532,36.9853168,9.6565569269272,48.9343,,,,,,
sludge waste composting,6.18321,13.8840763399712,70.1372,42.0,30.79,57.6073,6.58779,3.9334,334.37,1110.3,2.22568,22.207,38.284868,9.97762481578664,52.2169,,,,,,
sludge waste composting,6.65649,18.5082201748868,70.685,0.0,54.69,70.685,6.65649,0.7428,521.16,406.14,1.62162,30.0133,51.7429291999999,18.5082201748868,59.6031,,,,,,
sludge waste composting,6.65649,18.5082201748868,70.685,3.0,58.638,71.8448,8.52672,1.9536,1367.19,153.59,1.5,29.4456,50.7642144,19.6304,34.1207,,,,,,
sludge waste composting,6.65649,18.5082201748868,70.685,7.0,33.019,71.6336,8.10687,2.2576,1046.09,275.5,2.0027,27.7739,47.8822035999999,13.8682278923453,37.154,,,,,,
sludge waste composting,6.65649,18.5082201748868,70.685,14.0,47.84,69.9788,7.93893,2.0903,991.94,263.89,2.29459,27.3162,47.0931287999999,11.9046104097028,45.6398,,,,,,
sludge waste composting,6.65649,18.5082201748868,70.685,21.0,38.808,66.8858,7.39695,2.5893,772.98,378.34,2.15676,25.5757,44.0925068000001,11.8583894360059,35.8225,,,,,,
sludge waste composting,6.65649,18.5082201748868,70.685,28.0,28.194,67.9025,6.70229,2.7716,741.11,1235.01,2.09189,24.3339,41.9516436000001,11.6324950164684,50.2213,,,,,,
sludge waste composting,6.65649,18.5082201748868,70.685,35.0,30.743,58.577,6.58779,2.9539,593.43,1142.89,2.11216,23.5913,40.6714012,11.169276948716,48.5651,,,,,,
sludge waste composting,6.65649,18.5082201748868,70.685,42.0,30.793,58.2237,6.51908,2.8303,419.02,1323.87,2.07162,23.2048,40.0050752,11.2012820884139,50.3858,,,,,,
sludge waste composting,6.25191,16.6224678301283,69.9314,0.0,53.442,69.9314,6.25191,1.0268,512.26,367.61,1.88919,31.403,54.1387720000001,16.6224678301283,60.0709,,,,,,
sludge waste composting,6.25191,16.6224678301283,69.9314,3.0,69.837,73.5571,8.22137,1.9864,1710.17,129.07,1.2973,31.2628,53.8970672000001,24.0983581284206,33.0136,,,,,,
sludge waste composting,6.25191,16.6224678301283,69.9314,7.0,46.183,70.058,8.17557,2.3886,1068.35,229.98,1.82838,31.1949,53.7800076000001,17.0614970629738,26.1819,,,,,,
sludge waste composting,6.25191,16.6224678301283,69.9314,14.0,45.885,68.2665,7.96183,2.1668,1179.03,277.92,2.35135,29.1336,50.2263264000001,12.3901588449189,37.2996,,,,,,
sludge waste composting,6.25191,16.6224678301283,69.9314,21.0,43.442,64.2148,7.43511,2.6875,830.9,329.34,2.3473,27.3575,47.1643300000001,11.6548800749798,45.8508,,,,,,
sludge waste composting,6.25191,16.6224678301283,69.9314,28.0,32.105,63.382,6.87023,3.274,861.37,940.91,2.27838,27.0779,46.6822995999999,11.8847163335352,53.4456,,,,,,
sludge waste composting,6.25191,16.6224678301283,69.9314,35.0,32.338,60.4261,6.70229,3.3252,713.68,1223.4,2.11622,26.0857,44.9717468,12.3265539499674,49.2836,,,,,,
sludge waste composting,6.25191,16.6224678301283,69.9314,42.0,32.215,60.4841,6.58015,3.9008,401.18,1197.85,2.20946,26.1623,45.1038051999999,11.8410380817032,54.7204,,,,,,
sludge waste composting,6.34351,17.3399040797786,71.0961,0.0,53.087,71.0961,6.34351,1.3762,547.89,346.61,1.89324,32.8286,56.5965064000001,17.3399040797786,60.8081,,,,,,
sludge waste composting,6.34351,17.3399040797786,71.0961,3.0,66.459,73.4888,8.33588,1.6807,1509.73,143.06,1.52432,32.5814,56.1703335999999,21.3743833315839,36.2134,,,,,,
sludge waste composting,6.34351,17.3399040797786,71.0961,7.0,33.907,71.1538,8.25191,2.8255,1233.16,254.54,1.90946,32.05,55.2541999999999,16.7848501670629,30.3564,,,,,,
sludge waste composting,6.34351,17.3399040797786,71.0961,14.0,48.922,70.1843,8.25191,2.5272,1027.57,270.89,2.20541,31.0934,53.6050216,14.0986936669372,36.5691,,,,,,
sludge waste composting,6.34351,17.3399040797786,71.0961,21.0,40.955,68.735,7.56489,3.616,902.16,322.3,2.43243,30.1726,52.0175623999999,12.4043035154146,42.6034,,,,,,
sludge waste composting,6.34351,17.3399040797786,71.0961,28.0,31.926,66.3274,7.19084,3.6891,812.39,825.38,2.43649,30.1068,51.9041232,12.3566277719178,48.5788,,,,,,
sludge waste composting,6.34351,17.3399040797786,71.0961,35.0,32.692,61.9331,6.70992,3.5874,789.4,1310.95,2.16892,29.8629,51.4836395999998,13.7685576231488,46.2081,,,,,,
sludge waste composting,6.34351,17.3399040797786,71.0961,42.0,32.215,60.7583,6.64122,3.9663,450.18,1435.89,2.11216,27.7303,47.8070371999999,13.1288822816453,47.9479,,,,,,
sludge waste composting,6.0916,19.5199528617973,70.9592,0.0,44.891,70.9592,6.0916,0.6444,534.54,371.12,1.73108,33.7906,58.2549944000001,19.5199528617973,58.6889,,,,,,
sludge waste composting,6.0916,19.5199528617973,70.9592,3.0,63.611,71.2284,8.29771,1.2,1269.2,157.08,1.37027,34.0424,58.6890976,24.8435709750633,36.3316,,,,,,
sludge waste composting,6.0916,19.5199528617973,70.9592,7.0,36.037,67.2497,8.08397,1.3401,1201.98,173.95,1.98649,33.5468,57.8346832000002,16.8874748929016,24.0814,,,,,,
sludge waste composting,6.0916,19.5199528617973,70.9592,14.0,36.269,61.5539,7.91603,1.1509,938.48,197.38,2.35541,32.305,55.6938200000001,13.7152342904208,44.7699,,,,,,
sludge waste composting,6.0916,19.5199528617973,70.9592,21.0,34.179,60.7214,7.37405,1.7155,768.53,304.87,2.46892,30.992,53.4302080000002,12.5528571197123,53.0567,,,,,,
sludge waste composting,6.0916,19.5199528617973,70.9592,28.0,27.653,59.9572,6.70992,1.8651,442.68,755.35,2.22568,29.9286,51.5969064000001,13.4469465511664,53.1981,,,,,,
sludge waste composting,6.0916,19.5199528617973,70.9592,35.0,29.659,56.1111,6.56489,1.8726,375.15,1146.4,2.19324,29.5423,50.9309252,13.4697069176196,55.9466,,,,,,
sludge waste composting,6.0916,19.5199528617973,70.9592,42.0,28.823,56.032,6.49618,2.2734,307.64,1162.81,2.13649,29.8329,51.4319196000001,13.9635102434367,56.5141,,,,,,
sludge waste composting,7.5017,19.0854,69.225,0.0,19.047,69.225,7.5017,0.8938,362.26,140.88,1.801696584824,34.3861,59.2816363999999,19.0854,41.5499,,,,,,
sludge waste composting,7.5017,19.0854,69.225,7.0,49.224,66.386,7.6663,1.5352,959.64,99.36,1.68915810612886,33.5607,57.8586468000001,19.8683,28.9184,,,,,,
sludge waste composting,7.5017,19.0854,69.225,14.0,18.452,66.106,8.2919,1.8513,1102.88,71.61,1.99487639705695,31.3427,54.0348148,15.7116,31.3962,,,,,,
sludge waste composting,7.5017,19.0854,69.225,21.0,16.723,65.961,8.1374,2.0218,725.76,229.4,2.08086507747948,31.5301,54.3578924000001,15.1524,30.743,,,,,,
sludge waste composting,7.5017,19.0854,69.225,28.0,19.278,64.737,7.4623,1.9527,634.33,514.34,2.01858944599195,31.3059,53.9713715999999,15.5088,29.654,,,,,,
sludge waste composting,7.5017,19.0854,69.225,35.0,16.601,63.783,7.2486,2.0633,374.57,627.44,1.99856435926592,31.4616,54.2397984000001,15.7421,54.0074,,,,,,
sludge waste composting,7.5017,19.0854,69.225,42.0,14.08,63.906,7.1885,1.9513,247.44,520.64,2.09094835439963,30.9843,53.4169332000001,14.8183,55.2674,,,,,,
sludge waste composting,7.5017,19.0854,69.225,49.0,14.096,62.01,7.2347,2.0105,196.8,510.06,2.27355875831486,31.1714,53.7394936000001,13.7104,64.7739,,,,,,
sludge waste composting,7.5017,19.0854,69.225,77.0,14.747,57.925,7.3491,2.119,229.1,553.58,2.32795466442113,30.6864,52.9033536,13.1817,57.6495,,,,,,
sludge waste composting,7.5844,22.6213,63.838,0.0,17.619,63.838,7.5844,0.6798,362.27,89.36,1.54804542621335,35.0188,60.3724112000001,22.6213,45.9473,,,,,,
sludge waste composting,7.5844,22.6213,63.838,7.0,48.431,63.288,7.749,1.5781,974.91,71.87,1.42682657984212,33.6557,58.0224267999999,23.5878,23.3057,,,,,,
sludge waste composting,7.5844,22.6213,63.838,14.0,19.56,58.428,8.2446,1.6972,1230.43,88.78,1.9319907115242,31.5326,54.3622023999999,16.3213,38.1922,,,,,,
sludge waste composting,7.5844,22.6213,63.838,21.0,16.087,59.36,8.1964,1.8078,787.0,232.84,2.05585097642257,31.2771,53.9217204000001,15.2137,34.3962,,,,,,
sludge waste composting,7.5844,22.6213,63.838,28.0,15.473,58.002,7.5806,1.9783,573.1,538.39,1.9813488738224,31.211,53.807764,15.7524,34.2908,,,,,,
sludge waste composting,7.5844,22.6213,63.838,35.0,15.331,57.586,7.5323,1.678,262.29,603.39,1.96099502116934,31.5881,54.4578843999999,16.1082,45.4774,,,,,,
sludge waste composting,7.5844,22.6213,63.838,42.0,14.395,56.633,7.4485,1.8657,237.21,541.26,2.01091339382753,31.2691,53.9079283999999,15.5497,43.5497,,,,,,
sludge waste composting,7.5844,22.6213,63.838,49.0,12.193,55.68,7.3885,1.9677,232.54,558.16,2.03826196375524,31.4247,54.1761828000001,15.4174,49.9015,,,,,,
sludge waste composting,7.5844,22.6213,63.838,77.0,13.318,49.844,7.5265,1.9991,157.68,653.24,2.13058179253502,30.8129,53.1214395999999,14.4622,59.3754,,,,,,
sludge waste composting,7.7145,23.7198,58.45,0.0,17.619,58.45,7.7145,0.6712,362.26,96.22,1.48969637180752,35.3353,60.9180572,23.7198,38.6952,,,,,,
sludge waste composting,7.7145,23.7198,58.45,7.0,49.384,57.363,7.8318,1.4496,1158.57,47.85,1.34054430159559,33.9088,58.4587712000002,25.2948,25.7209,,,,,,
sludge waste composting,7.7145,23.7198,58.45,14.0,18.77,55.196,8.3156,1.6458,1281.48,51.0,1.75872445107148,32.672,56.326528,18.5771,47.8341,,,,,,
sludge waste composting,7.7145,23.7198,58.45,21.0,16.723,56.532,8.2438,1.5767,618.59,277.5,1.8548378548673,31.4983,54.3030692,16.9817,53.8151,,,,,,
sludge waste composting,7.7145,23.7198,58.45,28.0,19.126,56.117,7.8052,1.6616,440.47,651.81,1.79565034973073,31.2427,53.8624147999999,17.3991,37.9366,,,,,,
sludge waste composting,7.7145,23.7198,58.45,35.0,16.125,55.298,7.5678,1.6609,185.76,654.94,1.83884063719457,31.5249,54.3489276,17.1439,45.3231,,,,,,
sludge waste composting,7.7145,23.7198,58.45,42.0,17.888,53.94,7.5668,1.7201,150.49,699.34,1.86093303675256,31.2058,53.7987992,16.7689,50.214,,,,,,
sludge waste composting,7.7145,23.7198,58.45,49.0,14.256,52.582,7.5185,1.8735,155.99,688.74,1.89269442073501,31.488,54.2853120000001,16.6366,50.956,,,,,,
sludge waste composting,7.7145,23.7198,58.45,77.0,12.525,47.554,7.562,1.9049,127.07,742.59,2.0443329816949,30.8128,53.1212672000001,15.0723,84.2051,,,,,,
sludge waste composting,6.7815,25.12,55.657,1.0,31.875,55.657,6.7815,1.2,41.0,159.49,1.90234872611465,47.787,82.384788,25.12,0.982,,,,,,
sludge waste composting,6.7815,25.12,55.657,3.0,57.792,53.224,7.6765,2.65,78.4,139.7,2.11129995406523,45.963,79.2402120000001,21.77,6.332,,,,,,
sludge waste composting,6.7815,25.12,55.657,7.0,43.022,62.285,7.6546,1.75,115.7,70.26,1.55204186464621,48.343,83.3433320000002,31.148,9.869,,,,,,
sludge waste composting,6.7815,25.12,55.657,14.0,52.769,56.544,8.2099,2.3333,787.3,55.6,1.29529621287518,49.457,85.2638680000002,38.182,20.773,,,,,,
sludge waste composting,6.7815,25.12,55.657,21.0,49.561,54.504,7.6033,1.3167,320.9,75.76,1.61393094242861,45.947,79.2126280000002,28.469,45.429,,,,,,
sludge waste composting,6.7815,25.12,55.657,35.0,44.744,58.118,8.3026,1.15,134.3,175.76,2.37445777702665,42.149,72.6648760000001,17.751,73.707,,,,,,
sludge waste composting,6.7815,25.12,55.657,49.0,23.156,53.453,7.212,1.8167,320.9,400.05,2.66547239915074,40.174,69.2599759999999,15.072,76.503,,,,,,
sludge waste composting,6.7815,25.12,55.657,63.0,25.304,44.99,6.7492,1.9667,97.0,738.71,2.72047505307856,41.003,70.6891720000001,15.072,85.77,,,,,,
sludge waste composting,6.7815,25.12,55.657,84.0,28.826,40.33,6.1201,2.9167,134.3,1087.58,2.29666786098173,38.46,66.3050400000001,16.746,87.74,,,,,,
sludge waste composting,6.7815,25.12,55.657,120.0,31.308,39.286,6.0604,2.5,283.6,1456.93,1.82723365754354,40.391,69.6340839999999,22.105,92.501,,,,,,
sludge waste composting,6.8176,27.464,54.294,1.0,34.801,54.294,6.8176,3.8333,2578.4,189.36,3.4,32.507,56.042068,27.464,0.934,,,,,,
sludge waste composting,6.8176,27.464,54.294,3.0,50.561,49.328,7.2795,5.3,3455.2,1500.0,2.59801995757052,33.065,57.00406,17.081,28.809,,,,,,
sludge waste composting,6.8176,27.464,54.294,7.0,55.06,57.708,7.9288,5.3,5000.0,686.85,1.95482572856494,30.118,51.9234320000001,16.746,20.279,,,,,,
sludge waste composting,6.8176,27.464,54.294,14.0,69.946,50.213,7.9934,3.4,4518.7,378.8,1.68087901588439,28.148,48.527152,15.407,20.773,,,,,,
sludge waste composting,6.8176,27.464,54.294,21.0,34.773,42.913,8.1302,3.1167,1104.5,572.99,1.54089339031673,26.32,45.3756800000001,15.407,45.429,,,,,,
sludge waste composting,6.8176,27.464,54.294,35.0,30.776,35.52,7.2416,3.6833,3343.3,732.65,0.952810952519662,26.168,45.113632,15.072,73.707,,,,,,
sludge waste composting,6.8176,27.464,54.294,49.0,42.186,29.784,7.4863,4.7333,5000.0,390.11,1.75391454352442,26.435,45.5739400000001,14.737,76.503,,,,,,
sludge waste composting,6.8176,27.464,54.294,63.0,31.6,30.477,7.4854,4.5833,3007.5,206.64,1.66933568568908,24.601,42.4121239999999,14.402,81.725,,,,,,
sludge waste composting,6.8176,27.464,54.294,84.0,27.069,37.018,6.8347,3.6167,1179.1,570.45,1.65817247604499,23.881,41.1708439999999,12.727,80.458,,,,,,
sludge waste composting,6.8176,27.464,54.294,120.0,18.187,33.344,6.3419,3.05,1123.1,1500.0,1.32043876160187,20.344,35.073056,6.699,94.927,,,,,,
livestock manure compost,7.54785,15.719,60.98,0.0,22.031,60.98,7.54785,2.0282,673.2,454.77,1.74634,27.833,47.32503862504,15.719,19.412,,,,,,
livestock manure compost,7.54785,15.719,60.98,1.0,35.947,61.451,8.10766,2.7509,5000.0,630.81,1.71839,25.0,42.24827467796,14.261,21.898,,,,,,
livestock manure compost,7.54785,15.719,60.98,5.0,43.009,59.176,7.99282,3.0904,5000.0,645.48,1.59486,22.044,36.96204793752,13.443,36.426,,,,,,
livestock manure compost,7.54785,15.719,60.98,16.0,58.049,49.452,7.41866,3.1322,2610.5,729.83,1.43823,19.089,32.25592633668,13.009,57.554,,,,,,
livestock manure compost,7.54785,15.719,60.98,25.0,59.011,48.352,7.18421,3.0345,2903.8,748.17,1.34042,17.365,29.05474553784,12.573,75.571,,,,,,
livestock manure compost,7.54785,15.719,60.98,39.0,45.507,39.804,7.07895,3.0918,937.5,916.87,1.31248,17.365,28.91524163008,12.779,77.669,,,,,,
livestock manure compost,7.44258,24.026,56.47,0.0,25.462,56.47,7.44258,2.1791,697.2,388.75,1.38237,33.867,57.25890447288,24.026,23.305,,,,,,
livestock manure compost,7.44258,24.026,56.47,1.0,46.421,56.94,7.60048,2.3763,1735.6,476.77,1.31029,30.788,53.2883936564,23.59,21.121,,,,,,
livestock manure compost,7.44258,24.026,56.47,5.0,65.944,55.057,7.7488,2.8799,5000.0,579.46,1.27867,27.34,47.3841600846,21.495,34.876,,,,,,
livestock manure compost,7.44258,24.026,56.47,16.0,63.105,48.666,7.40431,3.192,3403.9,605.13,1.32059,24.384,41.25602923636,18.121,69.21,,,,,,
livestock manure compost,7.44258,24.026,56.47,25.0,62.623,40.705,7.21292,3.1383,1870.2,689.49,1.34411,22.414,37.7247590192,16.28,88.781,,,,,,
livestock manure compost,7.44258,24.026,56.47,39.0,49.66,28.626,7.20813,4.5921,1346.1,858.19,1.34924,21.921,38.34326360384,16.484,92.818,,,,,,
livestock manure compost,7.48086,33.865,57.45,0.0,24.379,57.45,7.48086,2.2751,408.7,363.08,1.04783,36.33,61.1757313258,33.865,22.528,,,,,,
livestock manure compost,7.48086,33.865,57.45,1.0,50.394,57.136,7.51435,2.4529,2913.4,403.42,1.00517,34.729,57.70947139016,33.302,25.008,,,,,,
livestock manure compost,7.48086,33.865,57.45,5.0,66.486,52.313,7.53828,3.0292,2846.1,498.78,1.05441,29.187,48.82800208524,26.861,37.989,,,,,,
livestock manure compost,7.48086,33.865,57.45,16.0,64.549,48.078,7.39474,3.3518,2370.2,546.45,1.17718,26.724,46.11132248872,22.721,71.538,,,,,,
livestock manure compost,7.48086,33.865,57.45,25.0,63.887,39.726,7.06459,3.4943,1052.9,572.13,1.21176,24.877,42.28495169184,20.241,83.736,,,,,,
livestock manure compost,7.48086,33.865,57.45,39.0,46.771,26.078,7.19856,4.6979,769.2,718.83,1.21321,24.877,41.42571543624,19.806,91.261,,,,,,
livestock manure compost,7.73,19.9947916666667,71.14,0.0,33.0,71.14,7.73,1.9928,2085.91,68.65,1.92,38.39,66.1843600000001,19.9947916666667,46.3379,,,,,,
livestock manure compost,7.73,19.9947916666667,71.14,2.0,67.87,63.02,7.87,2.7076,1932.27,39.47,1.72,36.46,62.8570400000001,21.1976744186047,34.6927,,,,,,
livestock manure compost,7.73,19.9947916666667,71.14,3.0,74.53,60.77,8.1,2.7211,2297.74,18.82,1.58,36.91,63.63284,23.3607594936709,31.1964,,,,,,
livestock manure compost,7.73,19.9947916666667,71.14,4.0,74.73,61.4,8.0,2.627,2360.85,23.18,1.48,36.32,62.6156799999999,24.5405405405405,27.6487,,,,,,
livestock manure compost,7.73,19.9947916666667,71.14,18.0,49.3,47.54,8.02,2.48819999999999,241.39,48.22,2.06,31.85,54.9094,15.4611650485437,75.2367,,,,,,
livestock manure compost,7.73,19.9947916666667,71.14,26.0,53.67,34.95,8.01,4.2559,667.53,94.56,1.99,32.01,55.18524,16.0854271356784,84.7314,,,,,,
livestock manure compost,7.73,19.9947916666667,71.14,28.0,42.02,31.85,8.12,4.0344,736.85,128.62,1.81,30.72,52.9612799999999,16.9723756906077,85.3629,,,,,,
livestock manure compost,7.73,19.9947916666667,71.14,43.0,20.57,29.98,8.16,3.0016,369.59,116.2,1.9,29.81,51.3924399999999,15.6894736842105,96.6302,,,,,,
livestock manure compost,7.65,18.7971698113208,62.03,0.0,35.5,62.03,7.65,2.1729,2014.77,66.19,2.12,39.85,68.7014000000002,18.7971698113208,38.3452,,,,,,
livestock manure compost,7.65,18.7971698113208,62.03,2.0,64.2,60.54,8.06,2.8255,2161.05,38.97,1.92,39.8,68.6152000000001,20.7291666666667,36.1058,,,,,,
livestock manure compost,7.65,18.7971698113208,62.03,3.0,72.52,60.63,8.32,2.65969999999999,2349.9,23.55,1.89,39.69,68.42556,21.0,37.2995,,,,,,
